#2018-10-12
#11:48
#Balayage par: Administrateur
#ScanTask Size: 201,2


#Y Axis.Position(Units)        	X Axis.Position(Units)        	LeafMagnetometer.X(nT)        	LeafMagnetometer.Y(nT)        	LeafMagnetometer.Z(nT)        	LeafMagnetometer.Total(nT)    
400E+0	651E+0	10.947729736328125E+3	-5.1465747680664062E+3	-55.9630771484375E+3	57.255635227348626E+3
405E+0	651E+0	10.9699580078125E+3	-5.19926513671875E+3	-55.98221728515625E+3	57.283359172425946E+3
410E+0	651E+0	10.993316650390625E+3	-5.2545081787109375E+3	-55.9973369140625E+3	57.307647370597646E+3
415E+0	651E+0	10.99147119140625E+3	-5.2474672241210937E+3	-55.99544189453125E+3	57.30479782176399E+3
420E+0	651E+0	11.0135673828125E+3	-5.304911865234375E+3	-56.01696044921875E+3	57.335349942147477E+3
425E+0	651E+0	11.06215185546875E+3	-5.3935770874023437E+3	-56.0399091796875E+3	57.375387676671722E+3
430E+0	651E+0	11.089913330078125E+3	-5.4323440551757812E+3	-56.05933837890625E+3	57.403380959084286E+3
435E+0	651E+0	11.115585205078125E+3	-5.4881102905273437E+3	-56.072630859375E+3	57.426626707052601E+3
440E+0	651E+0	11.136891235351562E+3	-5.518655517578125E+3	-56.0895732421875E+3	57.450221290560374E+3
445E+0	651E+0	11.164692749023437E+3	-5.56778125E+3	-56.108673828125E+3	57.47900159513588E+3
450E+0	651E+0	11.192420166015625E+3	-5.6131807861328125E+3	-56.11398583984375E+3	57.493993778067437E+3
455E+0	651E+0	11.213173461914062E+3	-5.6406351928710937E+3	-56.12461376953125E+3	57.511097470073757E+3
460E+0	651E+0	11.212667358398437E+3	-5.6436061401367187E+3	-56.12420556640625E+3	57.510889625604272E+3
465E+0	651E+0	11.243301513671875E+3	-5.6966876220703125E+3	-56.13366748046875E+3	57.531335974986468E+3
470E+0	651E+0	11.2768173828125E+3	-5.752545166015625E+3	-56.15637841796875E+3	57.565606952582457E+3
475E+0	651E+0	11.309542358398437E+3	-5.80519482421875E+3	-56.16589501953125E+3	57.586590707819901E+3
480E+0	651E+0	11.33867333984375E+3	-5.838828369140625E+3	-56.17918359375E+3	57.608681273839851E+3
485E+0	651E+0	11.355653442382812E+3	-5.864158935546875E+3	-56.19234765625E+3	57.627433326339102E+3
490E+0	651E+0	11.385528198242187E+3	-5.90424560546875E+3	-56.20507177734375E+3	57.649827567777844E+3
495E+0	651E+0	11.411912963867187E+3	-5.9371143798828125E+3	-56.214240234375E+3	57.667359631052728E+3
500E+0	651E+0	11.438757934570312E+3	-5.9729078369140625E+3	-56.2286884765625E+3	57.690455746916858E+3
505E+0	651E+0	11.437783813476562E+3	-5.9766364135742187E+3	-56.22214453125E+3	57.684268368281031E+3
510E+0	651E+0	11.47136669921875E+3	-6.0094107055664062E+3	-56.2463505859375E+3	57.717927388901531E+3
515E+0	651E+0	11.51330078125E+3	-6.0616473388671875E+3	-56.26417529296875E+3	57.749106024472938E+3
520E+0	651E+0	11.538884033203125E+3	-6.1022230224609375E+3	-56.2744345703125E+3	57.768475735685672E+3
525E+0	651E+0	11.562063598632812E+3	-6.12289111328125E+3	-56.2934169921875E+3	57.793785817535005E+3
530E+0	651E+0	11.5977783203125E+3	-6.1493399658203125E+3	-56.3091982421875E+3	57.819117755214334E+3
535E+0	651E+0	11.63156201171875E+3	-6.1830355834960937E+3	-56.32371630859375E+3	57.843638073151567E+3
540E+0	651E+0	11.657873413085937E+3	-6.2139208984375E+3	-56.3386552734375E+3	57.866787640015012E+3
545E+0	651E+0	11.68547705078125E+3	-6.2427444458007812E+3	-56.3491884765625E+3	57.885711105255184E+3
550E+0	651E+0	11.68592333984375E+3	-6.2334347534179687E+3	-56.34916943359375E+3	57.884775472687543E+3
555E+0	651E+0	11.7176328125E+3	-6.2683406982421875E+3	-56.37172900390625E+3	57.916907612603732E+3
560E+0	651E+0	11.77562646484375E+3	-6.3266293334960937E+3	-56.39203125E+3	57.954763470063692E+3
565E+0	651E+0	11.805792602539062E+3	-6.3543468017578125E+3	-56.40790234375E+3	57.979374464430606E+3
570E+0	651E+0	11.83070361328125E+3	-6.3814916381835937E+3	-56.427673828125E+3	58.006668345469043E+3
575E+0	651E+0	11.860185791015625E+3	-6.4046790161132812E+3	-56.44044287109375E+3	58.027662278858836E+3
580E+0	651E+0	11.891045166015625E+3	-6.418911865234375E+3	-56.45856298828125E+3	58.053168881830563E+3
585E+0	651E+0	11.918112426757812E+3	-6.4356558227539062E+3	-56.477083984375E+3	58.078585867146452E+3
590E+0	651E+0	11.951485717773437E+3	-6.462067138671875E+3	-56.4929169921875E+3	58.103769808801277E+3
595E+0	651E+0	11.955458618164062E+3	-6.4678961791992187E+3	-56.4909609375E+3	58.103331779742497E+3
600E+0	651E+0	11.986433715820312E+3	-6.4921289672851562E+3	-56.5090595703125E+3	58.130005222493426E+3
605E+0	651E+0	12.047724975585937E+3	-6.5191744384765625E+3	-56.54056396484375E+3	58.176323410123405E+3
610E+0	651E+0	12.096531127929687E+3	-6.534089599609375E+3	-56.55588671875E+3	58.203009484999071E+3
615E+0	651E+0	12.132840209960937E+3	-6.5323843994140625E+3	-56.57685546875E+3	58.230746528719203E+3
620E+0	651E+0	12.175596313476562E+3	-6.5447097778320312E+3	-56.59535400390625E+3	58.259025757280433E+3
625E+0	651E+0	12.217612915039062E+3	-6.564438232421875E+3	-56.609900390625E+3	58.284173505688814E+3
630E+0	651E+0	12.253912353515625E+3	-6.5731734008789062E+3	-56.6256943359375E+3	58.308111890635679E+3
635E+0	651E+0	12.3010390625E+3	-6.59355078125E+3	-56.63890869140625E+3	58.333168822257889E+3
640E+0	651E+0	12.348229736328125E+3	-6.598597900390625E+3	-56.6518701171875E+3	58.356292813732893E+3
645E+0	651E+0	12.3455859375E+3	-6.598684326171875E+3	-56.6559375E+3	58.359687833469317E+3
650E+0	651E+0	12.39439990234375E+3	-6.6133834838867187E+3	-56.67243896484375E+3	58.387721223032597E+3
655E+0	651E+0	12.484716674804687E+3	-6.63190234375E+3	-56.6908857421875E+3	58.426956413785127E+3
660E+0	651E+0	12.554288208007812E+3	-6.6452997436523437E+3	-56.7028623046875E+3	58.454997952044112E+3
665E+0	651E+0	12.611070434570312E+3	-6.6501653442382812E+3	-56.71421826171875E+3	58.478786608645016E+3
670E+0	651E+0	12.608904174804687E+3	-6.6544533081054687E+3	-56.7133359375E+3	58.477950001759484E+3
675E+0	651E+0	12.682942749023437E+3	-6.6529963989257812E+3	-56.72479541015625E+3	58.504907422677468E+3
680E+0	651E+0	12.780538696289062E+3	-6.6556112670898437E+3	-56.74205029296875E+3	58.543163626198344E+3
685E+0	651E+0	12.843283203125E+3	-6.6638886108398437E+3	-56.7421484375E+3	58.55792852358822E+3
690E+0	651E+0	12.8976865234375E+3	-6.6669158935546875E+3	-56.75934228515625E+3	58.586885327709795E+3
695E+0	651E+0	12.958809448242187E+3	-6.6687613525390625E+3	-56.7631845703125E+3	58.604301183284973E+3
700E+0	651E+0	13.026791137695312E+3	-6.673358642578125E+3	-56.7612783203125E+3	58.61805084447682E+3
705E+0	651E+0	13.087365234375E+3	-6.6689663696289062E+3	-56.7641650390625E+3	58.633835726877311E+3
710E+0	651E+0	13.142349731445312E+3	-6.6658682861328125E+3	-56.7720224609375E+3	58.653386453986728E+3
715E+0	651E+0	13.14882763671875E+3	-6.673276123046875E+3	-56.76628076171875E+3	58.650121934764924E+3
720E+0	651E+0	13.227096801757812E+3	-6.6661317138671875E+3	-56.7706923828125E+3	58.671177742734006E+3
725E+0	651E+0	13.340610717773437E+3	-6.654900390625E+3	-56.7799267578125E+3	58.704528158001434E+3
730E+0	651E+0	13.4207060546875E+3	-6.65169140625E+3	-56.778701171875E+3	58.72123608460067E+3
735E+0	651E+0	13.4910390625E+3	-6.6361365356445312E+3	-56.76734716796875E+3	58.724611551751601E+3
740E+0	651E+0	13.563035888671875E+3	-6.64213720703125E+3	-56.76445556640625E+3	58.739079256140365E+3
745E+0	651E+0	13.640404907226562E+3	-6.6331497192382812E+3	-56.75599609375E+3	58.747801390839595E+3
750E+0	651E+0	13.70932958984375E+3	-6.615470458984375E+3	-56.75221630859375E+3	58.758205116488731E+3
755E+0	651E+0	13.776537475585937E+3	-6.59303857421875E+3	-56.7507060546875E+3	58.769938599388071E+3
760E+0	651E+0	13.7835166015625E+3	-6.60794482421875E+3	-56.73996484375E+3	58.762877596683022E+3
765E+0	651E+0	13.865955322265625E+3	-6.5927593383789062E+3	-56.73059814453125E+3	58.771524356601498E+3
770E+0	651E+0	14.001303833007812E+3	-6.561438232421875E+3	-56.708775390625E+3	58.77904810665128E+3
775E+0	651E+0	14.088903686523437E+3	-6.542984130859375E+3	-56.69387939453125E+3	58.78355314646045E+3
780E+0	651E+0	14.1728779296875E+3	-6.5264625854492187E+3	-56.68087353515625E+3	58.789362414928575E+3
785E+0	651E+0	14.248910766601562E+3	-6.5004730834960937E+3	-56.6582392578125E+3	58.783039615903995E+3
790E+0	651E+0	14.335354736328125E+3	-6.4821561889648437E+3	-56.63789794921875E+3	58.782433432604514E+3
795E+0	651E+0	14.41898681640625E+3	-6.4543596801757812E+3	-56.61340576171875E+3	58.77623416093675E+3
800E+0	651E+0	14.510699829101562E+3	-6.44033154296875E+3	-56.58894287109375E+3	58.77370879211327E+3
805E+0	651E+0	14.593818603515625E+3	-6.4104342041015625E+3	-56.56401318359375E+3	58.7670224789723E+3
810E+0	651E+0	14.5986943359375E+3	-6.4209100341796875E+3	-56.55947119140625E+3	58.765006226125348E+3
815E+0	651E+0	14.702244140625E+3	-6.3784129028320312E+3	-56.5191484375E+3	58.747397307661566E+3
820E+0	651E+0	14.85306298828125E+3	-6.34561279296875E+3	-56.47209130859375E+3	58.736528233500408E+3
825E+0	651E+0	14.946311401367187E+3	-6.3076385498046875E+3	-56.423203125E+3	58.709105046482124E+3
830E+0	651E+0	15.025369140625E+3	-6.2691105346679687E+3	-56.39687060546875E+3	58.699851722823965E+3
835E+0	651E+0	15.119620483398437E+3	-6.2513831176757812E+3	-56.3558330078125E+3	58.682745841053693E+3
840E+0	651E+0	15.20477392578125E+3	-6.2012341918945312E+3	-56.30695947265625E+3	58.652503721391375E+3
845E+0	651E+0	15.3051455078125E+3	-6.182344482421875E+3	-56.26178564453125E+3	58.633263420335024E+3
850E+0	651E+0	15.424951293945312E+3	-6.1813231811523437E+3	-56.196265625E+3	58.601710156873756E+3
855E+0	651E+0	15.43685791015625E+3	-6.2102990112304687E+3	-56.192806640625E+3	58.604589200782699E+3
860E+0	651E+0	15.54239794921875E+3	-6.1737899780273437E+3	-56.1326279296875E+3	58.57094962742355E+3
865E+0	651E+0	15.708419921875E+3	-6.1562000122070312E+3	-56.02010693359375E+3	58.505621627909226E+3
870E+0	651E+0	15.792512329101562E+3	-6.0992826538085937E+3	-55.9706552734375E+3	58.474964741806958E+3
875E+0	651E+0	15.880040283203125E+3	-6.0566965942382812E+3	-55.90624951171875E+3	58.432613768432886E+3
880E+0	651E+0	15.96674853515625E+3	-6.0103963623046875E+3	-55.8383369140625E+3	58.386509725868964E+3
885E+0	651E+0	16.050626831054687E+3	-5.9574134521484375E+3	-55.774658203125E+3	58.343195415373855E+3
890E+0	651E+0	16.1471953125E+3	-5.921763671875E+3	-55.70080517578125E+3	58.295636091739841E+3
895E+0	651E+0	16.22935107421875E+3	-5.8727616577148437E+3	-55.631857421875E+3	58.247635755337622E+3
900E+0	651E+0	16.223450561523437E+3	-5.8628829345703125E+3	-55.63576220703125E+3	58.248723517195402E+3
905E+0	651E+0	16.312031982421875E+3	-5.8041774291992187E+3	-55.5504375E+3	58.186116256627778E+3
910E+0	651E+0	16.471609130859375E+3	-5.7175664672851562E+3	-55.40753857421875E+3	58.086163370329661E+3
915E+0	651E+0	16.572389038085937E+3	-5.6546956176757812E+3	-55.30785400390625E+3	58.013623786929136E+3
920E+0	651E+0	16.654709716796875E+3	-5.5988244018554687E+3	-55.21971142578125E+3	57.947780324615087E+3
925E+0	651E+0	16.734169189453125E+3	-5.5405786743164062E+3	-55.14349853515625E+3	57.892472620733904E+3
930E+0	651E+0	16.813406372070312E+3	-5.4737184448242187E+3	-55.04795166015625E+3	57.818088159216095E+3
935E+0	651E+0	16.893734008789062E+3	-5.42014990234375E+3	-54.94752880859375E+3	57.740885814902707E+3
940E+0	651E+0	16.97594677734375E+3	-5.3580125122070312E+3	-54.84995166015625E+3	57.666374822718651E+3
945E+0	651E+0	17.057497436523437E+3	-5.2953627319335937E+3	-54.74477197265625E+3	57.58464664174967E+3
950E+0	651E+0	17.05751025390625E+3	-5.2976425170898437E+3	-54.74283740234375E+3	57.58302027948157E+3
955E+0	651E+0	17.159619995117187E+3	-5.20884619140625E+3	-54.6043974609375E+3	57.473716774937457E+3
960E+0	651E+0	17.288477294921875E+3	-5.0934915161132812E+3	-54.4240302734375E+3	57.330730605908706E+3
965E+0	651E+0	17.377186157226562E+3	-5.0197197875976562E+3	-54.30822265625E+3	57.241158317925197E+3
970E+0	651E+0	17.459859252929687E+3	-4.9562577514648437E+3	-54.17889208984375E+3	57.138126625270161E+3
975E+0	651E+0	17.52714794921875E+3	-4.8705244750976562E+3	-54.069587890625E+3	57.047748611385832E+3
980E+0	651E+0	17.605495483398437E+3	-4.8053461303710937E+3	-53.93948583984375E+3	56.943088002282129E+3
985E+0	651E+0	17.671081298828125E+3	-4.7202643432617187E+3	-53.8132080078125E+3	56.83671442519137E+3
990E+0	651E+0	17.741801635742187E+3	-4.6480090026855469E+3	-53.68176123046875E+3	56.72838406466716E+3
995E+0	651E+0	17.746201416015625E+3	-4.6514953002929687E+3	-53.67273095703125E+3	56.721498445837707E+3
1E+3	651E+0	17.810706298828125E+3	-4.5567259826660156E+3	-53.52034326171875E+3	56.589885139584672E+3
1.005E+3	651E+0	17.923576904296875E+3	-4.4154333801269531E+3	-53.28263818359375E+3	56.389645627715385E+3
1.01E+3	651E+0	17.979900390625E+3	-4.3197405700683594E+3	-53.13374267578125E+3	56.259523006824274E+3
1.015E+3	651E+0	18.035640747070312E+3	-4.2381005554199219E+3	-53.00281591796875E+3	56.147542547172612E+3
1.02E+3	651E+0	18.090576049804687E+3	-4.1536809387207031E+3	-52.85429296875E+3	56.01875389302714E+3
1.025E+3	651E+0	18.150320556640625E+3	-4.0805243530273437E+3	-52.7147529296875E+3	55.90109857670078E+3
1.03E+3	651E+0	18.193810546875E+3	-3.9897144775390625E+3	-52.5733525390625E+3	55.77537669042284E+3
1.035E+3	651E+0	18.238169189453125E+3	-3.8999565124511719E+3	-52.42521142578125E+3	55.643916176478524E+3
1.04E+3	651E+0	18.246317016601562E+3	-3.9094228820800781E+3	-52.4204833984375E+3	55.642794886250835E+3
1.045E+3	651E+0	18.29002099609375E+3	-3.7999014587402344E+3	-52.26630908203125E+3	55.50435720544713E+3
1.05E+3	651E+0	18.36069482421875E+3	-3.6443207397460937E+3	-52.0041240234375E+3	55.270494749724123E+3
1.055E+3	651E+0	18.405337646484375E+3	-3.552555908203125E+3	-51.841388671875E+3	55.126297071558278E+3
1.06E+3	651E+0	18.431678588867187E+3	-3.4505369873046875E+3	-51.6832724609375E+3	54.97996158183871E+3
1.065E+3	651E+0	18.462364868164062E+3	-3.3636408386230469E+3	-51.53951123046875E+3	54.849766280408301E+3
1.07E+3	651E+0	18.492273193359375E+3	-3.2632372741699219E+3	-51.39136474609375E+3	54.714602719841867E+3
1.075E+3	651E+0	18.516330322265625E+3	-3.1719732360839844E+3	-51.2324228515625E+3	54.568119342598256E+3
1.08E+3	651E+0	18.54354541015625E+3	-3.0780723571777344E+3	-51.08416845703125E+3	54.432827753450503E+3
1.085E+3	651E+0	18.5701337890625E+3	-2.9840910034179687E+3	-50.92657568359375E+3	54.288793818002821E+3
1.09E+3	651E+0	18.563207275390625E+3	-2.97324658203125E+3	-50.93132568359375E+3	54.290283540627803E+3
1.095E+3	651E+0	18.589537353515625E+3	-2.8840440368652344E+3	-50.7628251953125E+3	54.136460801750029E+3
1.1E+3	651E+0	18.6122900390625E+3	-2.7136229553222656E+3	-50.50585009765625E+3	53.894571853226356E+3
1.105E+3	651E+0	18.62629931640625E+3	-2.5939960632324219E+3	-50.31174365234375E+3	53.711657545294802E+3
1.11E+3	651E+0	18.626790283203125E+3	-2.5962025451660156E+3	-50.30995849609375E+3	53.710259999114394E+3
1.115E+3	651E+0	18.622465087890625E+3	-2.4625802612304687E+3	-50.11797705078125E+3	53.522659869947572E+3
1.12E+3	651E+0	18.62256982421875E+3	-2.2923150939941406E+3	-49.85655224609375E+3	53.2703796536484E+3
1.125E+3	651E+0	18.625290283203125E+3	-2.1886769714355469E+3	-49.68978857421875E+3	53.110918859034638E+3
1.13E+3	651E+0	18.61778271484375E+3	-2.0987023468017578E+3	-49.53459326171875E+3	52.959465725962189E+3
1.135E+3	651E+0	18.60981640625E+3	-1.9883201293945312E+3	-49.3801826171875E+3	52.807989499349773E+3
1.14E+3	651E+0	18.590919921875E+3	-1.8727992401123047E+3	-49.22703515625E+3	52.653899280011603E+3
1.145E+3	651E+0	18.580203857421875E+3	-1.7792549591064453E+3	-49.0804287109375E+3	52.509814039919911E+3
1.15E+3	651E+0	18.565240966796875E+3	-1.6771891479492187E+3	-48.92357666015625E+3	52.354565079794993E+3
1.155E+3	651E+0	18.560837158203125E+3	-1.6703169250488281E+3	-48.933427734375E+3	52.361984648279314E+3
1.16E+3	651E+0	18.527007568359375E+3	-1.5508018035888672E+3	-48.752001953125E+3	52.176772086537421E+3
1.165E+3	651E+0	18.48636376953125E+3	-1.3714346771240234E+3	-48.48056396484375E+3	51.90370148009072E+3
1.17E+3	651E+0	18.441270141601562E+3	-1.2558813781738281E+3	-48.3378125E+3	51.751369135071225E+3
1.175E+3	651E+0	18.406424194335937E+3	-1.1401642532348633E+3	-48.19310009765625E+3	51.601103459016078E+3
1.18E+3	651E+0	18.364986572265625E+3	-1.0464083862304687E+3	-48.03894970703125E+3	51.440363367550679E+3
1.185E+3	651E+0	18.319895141601562E+3	-935.92225646972656E+0	-47.9134365234375E+3	51.304920764562819E+3
1.19E+3	651E+0	18.26933251953125E+3	-827.71914672851562E+0	-47.7692900390625E+3	51.150383167900916E+3
1.195E+3	651E+0	18.209984985351562E+3	-720.51120758056641E+0	-47.62436328125E+3	50.992212180396229E+3
1.2E+3	651E+0	18.217235595703125E+3	-730.35987854003906E+0	-47.6228330078125E+3	50.993508570921607E+3
