#2018-10-10
#21:40
#Balayage par: Administrateur
#ScanTask Size: 61,2


#Y Axis.Position(Units)        	X Axis.Position(Units)        	LeafMagnetometer.X(nT)        	LeafMagnetometer.Y(nT)        	LeafMagnetometer.Z(nT)        	LeafMagnetometer.Total(nT)    
405E+0	601E+0	12.797739868164062E+3	-5.1945979614257812E+3	-58.776091796875E+3	60.377109766339032E+3
410E+0	601E+0	12.795414916992187E+3	-5.2765062255859375E+3	-58.84053173828125E+3	60.446444497847347E+3
415E+0	601E+0	12.799907836914062E+3	-5.3253866577148437E+3	-58.87442041015625E+3	60.484668112281477E+3
420E+0	601E+0	12.797316528320312E+3	-5.3729505004882812E+3	-58.907435546875E+3	60.520460763804782E+3
425E+0	601E+0	12.800074096679687E+3	-5.4177489013671875E+3	-58.94047900390625E+3	60.557198223611296E+3
430E+0	601E+0	12.808123168945312E+3	-5.461883544921875E+3	-58.9707666015625E+3	60.592341626279391E+3
435E+0	601E+0	12.808307373046875E+3	-5.5057595825195312E+3	-59.00032080078125E+3	60.625112405730884E+3
440E+0	601E+0	12.81334130859375E+3	-5.5438703002929687E+3	-59.02989892578125E+3	60.658432847538301E+3
445E+0	601E+0	12.811062133789062E+3	-5.5846328735351562E+3	-59.05698291015625E+3	60.688047358286887E+3
450E+0	601E+0	12.808585693359375E+3	-5.6231885986328125E+3	-59.0909765625E+3	60.724163101560087E+3
455E+0	601E+0	12.802829833984375E+3	-5.6610894775390625E+3	-59.11223291015625E+3	60.747154543098681E+3
460E+0	601E+0	12.803758911132812E+3	-5.701293701171875E+3	-59.13532275390625E+3	60.773578225570614E+3
465E+0	601E+0	12.802622680664062E+3	-5.7043137817382812E+3	-59.13392724609375E+3	60.772264189072201E+3
470E+0	601E+0	12.795973754882812E+3	-5.7367864379882812E+3	-59.16086181640625E+3	60.800128058073635E+3
475E+0	601E+0	12.788726196289062E+3	-5.800914794921875E+3	-59.21059228515625E+3	60.853075108793419E+3
480E+0	601E+0	12.786522338867187E+3	-5.8444459228515625E+3	-59.24138671875E+3	60.886738499909901E+3
485E+0	601E+0	12.786727905273437E+3	-5.875595947265625E+3	-59.2614306640625E+3	60.909281254888381E+3
490E+0	601E+0	12.78486376953125E+3	-5.9136416015625E+3	-59.28930712890625E+3	60.939694582963311E+3
495E+0	601E+0	12.783790161132812E+3	-5.944985595703125E+3	-59.315208984375E+3	60.967718135456569E+3
500E+0	601E+0	12.776048706054687E+3	-5.9742493286132812E+3	-59.3384755859375E+3	60.991591109508343E+3
505E+0	601E+0	12.776812133789062E+3	-6.007831298828125E+3	-59.36012158203125E+3	61.016107883486853E+3
510E+0	601E+0	12.76732763671875E+3	-6.0031510620117187E+3	-59.354404296875E+3	61.008100039886754E+3
515E+0	601E+0	12.766633911132812E+3	-6.0337767333984375E+3	-59.3760654296875E+3	61.032048628421253E+3
520E+0	601E+0	12.755521484375E+3	-6.0836632690429687E+3	-59.4272197265625E+3	61.084442531819419E+3
525E+0	601E+0	12.743734619140625E+3	-6.1218409423828125E+3	-59.46435791015625E+3	61.121927425977643E+3
530E+0	601E+0	12.73758154296875E+3	-6.15096875E+3	-59.4868896484375E+3	61.145488677484405E+3
535E+0	601E+0	12.737255615234375E+3	-6.176599609375E+3	-59.5058017578125E+3	61.166403662694989E+3
540E+0	601E+0	12.73013232421875E+3	-6.2016907348632812E+3	-59.53186865234375E+3	61.192818254836908E+3
545E+0	601E+0	12.716785766601562E+3	-6.2255953369140625E+3	-59.5597587890625E+3	61.219604078793112E+3
550E+0	601E+0	12.719266479492187E+3	-6.2497913818359375E+3	-59.57818505859375E+3	61.240510766307656E+3
555E+0	601E+0	12.7184873046875E+3	-6.2494921264648437E+3	-59.57470654296875E+3	61.236933628291015E+3
560E+0	601E+0	12.71408154296875E+3	-6.2745903930664062E+3	-59.600609375E+3	61.263784518069246E+3
565E+0	601E+0	12.706031494140625E+3	-6.3112401733398437E+3	-59.646626953125E+3	61.310647082231189E+3
570E+0	601E+0	12.703629028320312E+3	-6.3421351928710937E+3	-59.6738857421875E+3	61.339855299207578E+3
575E+0	601E+0	12.707567016601562E+3	-6.3614397583007812E+3	-59.69402783203125E+3	61.36226444260656E+3
580E+0	601E+0	12.699123413085937E+3	-6.3814725341796875E+3	-59.71708251953125E+3	61.385023732387461E+3
585E+0	601E+0	12.693638427734375E+3	-6.4002875366210937E+3	-59.7381064453125E+3	61.406301359992372E+3
590E+0	601E+0	12.689730102539062E+3	-6.4211791381835937E+3	-59.7573466796875E+3	61.426392077227283E+3
595E+0	601E+0	12.680066772460937E+3	-6.4390977172851562E+3	-59.77872705078125E+3	61.447071578962044E+3
600E+0	601E+0	12.682206420898437E+3	-6.45777783203125E+3	-59.79511669921875E+3	61.465417990144939E+3
605E+0	601E+0	12.677571533203125E+3	-6.4524268188476562E+3	-59.78917431640625E+3	61.458118900179244E+3
610E+0	601E+0	12.674839111328125E+3	-6.4762184448242187E+3	-59.8164501953125E+3	61.486591520811067E+3
615E+0	601E+0	12.67648681640625E+3	-6.5013954467773437E+3	-59.84694140625E+3	61.519251525917018E+3
620E+0	601E+0	12.670749389648437E+3	-6.5190050659179687E+3	-59.86085498046875E+3	61.533467620528696E+3
625E+0	601E+0	12.6781298828125E+3	-6.5254231567382812E+3	-59.8722255859375E+3	61.546730147339505E+3
630E+0	601E+0	12.681013793945312E+3	-6.5412581787109375E+3	-59.88941064453125E+3	61.565721492978722E+3
635E+0	601E+0	12.689906982421875E+3	-6.5511947021484375E+3	-59.89882177734375E+3	61.577764565216988E+3
640E+0	601E+0	12.700010986328125E+3	-6.5609337158203125E+3	-59.91164453125E+3	61.593357189356669E+3
645E+0	601E+0	12.705153686523437E+3	-6.5707298583984375E+3	-59.9199716796875E+3	61.603561306425312E+3
650E+0	601E+0	12.7033837890625E+3	-6.5695128784179687E+3	-59.91720458984375E+3	61.600375063622734E+3
655E+0	601E+0	12.719627075195312E+3	-6.5779374389648437E+3	-59.9294140625E+3	61.616501552914851E+3
660E+0	601E+0	12.746523803710937E+3	-6.5875518188476562E+3	-59.93894189453125E+3	61.632352293568314E+3
665E+0	601E+0	12.770784423828125E+3	-6.5942662963867187E+3	-59.939689453125E+3	61.638819095019615E+3
670E+0	601E+0	12.791755737304687E+3	-6.6022135620117187E+3	-59.94253173828125E+3	61.646782187900622E+3
675E+0	601E+0	12.812395141601562E+3	-6.602802490234375E+3	-59.9437919921875E+3	61.652356223324386E+3
680E+0	601E+0	12.835898315429687E+3	-6.6040384521484375E+3	-59.939138671875E+3	61.652853461861123E+3
685E+0	601E+0	12.8520693359375E+3	-6.606705810546875E+3	-59.93571337890625E+3	61.653177916042383E+3
690E+0	601E+0	12.873088989257812E+3	-6.6050051879882812E+3	-59.93266259765625E+3	61.654415660049482E+3
695E+0	601E+0	12.875153198242187E+3	-6.6055887451171875E+3	-59.9294521484375E+3	61.651787536136297E+3
700E+0	601E+0	12.900679443359375E+3	-6.6057256469726562E+3	-59.92439208984375E+3	61.652220149159686E+3
