#2018-10-10
#17:29
#Balayage par: Administrateur
#ScanTask Size: 17,17


#Y Axis.Position(Units)        	X Axis.Position(Units)        	LeafMagnetometer.X(nT)        	LeafMagnetometer.Y(nT)        	LeafMagnetometer.Z(nT)        	LeafMagnetometer.Total(nT)    
525E+0	750E+0	11.735677978515625E+3	-7.1819591674804687E+3	-59.043703125E+3	60.625622434235789E+3
550E+0	750E+0	11.836390625E+3	-7.37742138671875E+3	-59.20041650390625E+3	60.821183679920592E+3
575E+0	750E+0	11.937893920898437E+3	-7.55534765625E+3	-59.35452392578125E+3	61.012758053073245E+3
600E+0	750E+0	12.053710693359375E+3	-7.7060927734375E+3	-59.49726025390625E+3	61.193139836611292E+3
625E+0	750E+0	12.167209106445312E+3	-7.8402442626953125E+3	-59.6243173828125E+3	61.356093529433034E+3
650E+0	750E+0	12.296139526367187E+3	-7.9447427978515625E+3	-59.7286025390625E+3	61.496507371248561E+3
675E+0	750E+0	12.468058715820312E+3	-8.0160213012695312E+3	-59.80795361328125E+3	61.617375906378918E+3
700E+0	750E+0	12.691994018554687E+3	-8.0609293212890625E+3	-59.84218359375E+3	61.702129786937148E+3
725E+0	750E+0	12.936885864257812E+3	-8.0835057983398437E+3	-59.83645263671875E+3	61.750367266230132E+3
750E+0	750E+0	13.225605102539062E+3	-8.0761796875E+3	-59.79373583984375E+3	61.769189112737149E+3
775E+0	750E+0	13.5440576171875E+3	-8.0268438110351562E+3	-59.69645703125E+3	61.737665543031646E+3
800E+0	750E+0	13.89168359375E+3	-7.9539169921875E+3	-59.55180517578125E+3	61.665726849934872E+3
400E+0	775E+0	13.3965712890625E+3	-8.055523193359375E+3	-59.74444091796875E+3	61.755635662983455E+3
425E+0	775E+0	11.1067919921875E+3	-6.659431884765625E+3	-58.5479912109375E+3	59.963128210479328E+3
450E+0	775E+0	11.274286743164062E+3	-6.9409955444335937E+3	-58.745376953125E+3	60.218825125818301E+3
475E+0	775E+0	11.274746704101562E+3	-6.9374969482421875E+3	-58.7443212890625E+3	60.21747828614858E+3
500E+0	775E+0	11.416559692382812E+3	-7.1904509887695312E+3	-58.9178779296875E+3	60.443009114949644E+3
525E+0	775E+0	11.557143310546875E+3	-7.4241757202148437E+3	-59.08447705078125E+3	60.660217789989423E+3
550E+0	775E+0	11.67743408203125E+3	-7.6309437255859375E+3	-59.242794921875E+3	60.862986055680754E+3
575E+0	775E+0	11.805106811523437E+3	-7.8192066650390625E+3	-59.39942529296875E+3	61.063842093415857E+3
600E+0	775E+0	11.949312622070312E+3	-7.9829481811523437E+3	-59.53991796875E+3	61.249619111398853E+3
625E+0	775E+0	12.077707763671875E+3	-8.1139765625E+3	-59.660640625E+3	61.409286698916199E+3
650E+0	775E+0	12.229796508789062E+3	-8.2188958129882812E+3	-59.76559228515625E+3	61.555217810890019E+3
675E+0	775E+0	12.428024658203125E+3	-8.3001868286132812E+3	-59.84677294921875E+3	61.684565775002491E+3
700E+0	775E+0	12.674002807617187E+3	-8.3649932250976562E+3	-59.87692333984375E+3	61.772567415284975E+3
725E+0	775E+0	12.938811889648437E+3	-8.389778564453125E+3	-59.87006689453125E+3	61.824159893210664E+3
750E+0	775E+0	13.244277221679687E+3	-8.3833432006835937E+3	-59.8281064453125E+3	61.847346356187918E+3
775E+0	775E+0	13.600362060546875E+3	-8.339175048828125E+3	-59.7318427734375E+3	61.825604319294092E+3
800E+0	775E+0	13.974343627929687E+3	-8.2611873779296875E+3	-59.5852275390625E+3	61.757019258003092E+3
400E+0	800E+0	13.44246630859375E+3	-8.354694580078125E+3	-59.77817333984375E+3	61.83794698118756E+3
425E+0	800E+0	10.849599731445312E+3	-6.8833726806640625E+3	-58.579634765625E+3	59.972232847994543E+3
450E+0	800E+0	10.860239501953125E+3	-6.8815747680664062E+3	-58.57577880859375E+3	59.970186057033526E+3
475E+0	800E+0	11.048369384765625E+3	-7.1794495849609375E+3	-58.7784638671875E+3	60.237192343149945E+3
500E+0	800E+0	11.200865844726562E+3	-7.4459349975585937E+3	-58.95389990234375E+3	60.468704370028528E+3
525E+0	800E+0	11.368870483398437E+3	-7.6903593139648437E+3	-59.1241318359375E+3	60.696427636339002E+3
550E+0	800E+0	11.506959106445312E+3	-7.907129150390625E+3	-59.2760263671875E+3	60.898116977748505E+3
575E+0	800E+0	11.65982861328125E+3	-8.098612060546875E+3	-59.42301806640625E+3	61.095292048583004E+3
600E+0	800E+0	11.82945849609375E+3	-8.2707675170898437E+3	-59.566787109375E+3	61.290655130563115E+3
625E+0	800E+0	11.984055053710937E+3	-8.4052885131835937E+3	-59.6905205078125E+3	61.459135011445025E+3
650E+0	800E+0	12.166935791015625E+3	-8.516420654296875E+3	-59.7882548828125E+3	61.605192459032507E+3
675E+0	800E+0	12.3798837890625E+3	-8.6089066772460937E+3	-59.8649091796875E+3	61.734776592904178E+3
700E+0	800E+0	12.652902954101562E+3	-8.67187548828125E+3	-59.896302734375E+3	61.829322518556153E+3
725E+0	800E+0	12.949341918945312E+3	-8.697544921875E+3	-59.88880419921875E+3	61.88701105621607E+3
750E+0	800E+0	13.27647265625E+3	-8.6937457275390625E+3	-59.84255029296875E+3	61.911044075624115E+3
775E+0	800E+0	13.644321411132812E+3	-8.6486362915039062E+3	-59.74909619140625E+3	61.894438722921717E+3
800E+0	800E+0	14.038391235351562E+3	-8.5837792358398437E+3	-59.60577978515625E+3	61.835323313247463E+3
